FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
cidadeshistoricas.fid-26cf0271_1568a41ff06_-255d,65151,Restauração de 3 casas da RFFSA para o MAO - Museu de Artes e Ofícios,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,BELO HORIZONTE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.956 -19.817),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-255c,65152,Restauração do prédio da Antiga Prefeitura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MS,CORUMBÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-57.653 -19.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-255b,65153,Restauração do prédio do antigo Hotel Internacional,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MS,CORUMBÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-57.653 -19.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-255a,65154,Restauração do Antigo Presídio - Casa do Artesão,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MS,CORUMBÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-57.653 -19.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2559,65155,Restauração do casarão da Comissão Mista,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MS,CORUMBÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-57.653 -19.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2558,65156,Restauração do casarão do ILA - Instituto Luiz de Albuquerque,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MS,CORUMBÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-57.653 -19.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2557,65157,Requalificação da Praça da República,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MS,CORUMBÁ,--,,Em obras,30 de Junho de 2015,POINT (-57.653 -19.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2556,65158,Requalificação urbanística na ligação da parte alta e parte baixa da cidade - implantação de passarela,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MS,CORUMBÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-57.653 -19.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2555,65159,Retauração da Igreja Nossa Senhora da Candelária,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MS,CORUMBÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-57.653 -19.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2554,65160,Requalificação da Praça da Independência,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MS,CORUMBÁ,--,,Em obras,30 de Junho de 2015,POINT (-57.653 -19.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2553,65161,Restauração do Antigo Mercadão e Requalificação da Praça Uruguai,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MS,CORUMBÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-57.653 -19.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2552,65162,Restauração do Casarão de Bém-Bém - Escola de Música,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2551,65163,Restauração do Casarão Barão de Melgaço - IHGMT,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2550,65164,Restauração do Casarão Irmã Dulce - IPHAN,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-254f,65165,Restauração do Casarão R. Voluntários da Pátria esquina Eng. Ricardo Franco - Museu da Imagem e do Som,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-254e,65166,Restauração do Casarão R. Sete de Setembro  - Casa do Patrimônio,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-254d,65167,Restauração do Casarão a R. Pedro Celestino- 79 - Escritório de Gestão do Centro Histórico,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-254c,65168,Restauração do Casarão a R. Pedro Celestino- 16- esquina com a Rua Campo Grande - Creche,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-254b,65169,Restauração do Casarão a R. Pedro Celestino- s/n - Posto Municipal de Apoio à Policia Militar,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-254a,65170,Restauração do Casarão da FUNAI,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2549,65171,Requalificação da Praça Dr. Alberto Novis,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2548,65172,Requalificação da Praça Caetano de Albuquerque,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2547,65173,Requalificação da Praça Largo Feirinha da Mandioca,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2546,65174,Requalificação da Praça Senhor dos Passos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2545,65175,Requalificação do entorno do Casarão do Beco Alto à Rua Pedro Celestino,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2544,65176,Restauração da Igreja Senhor dos Passos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2543,65177,Requalificação da Praça do Rosário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MT,CUIABÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-56.097 -15.596),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2542,65178,Restauração do Palácio Antônio Lemos - Museu de Arte de Belém,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2541,65179,Revitalização da  Feira Ver-o-Peso,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2540,65181,Requalificação da Praça Dom Pedro,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-253f,65182,Requalificação da Praça do Relógio,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-253e,65183,Requalificação da Praça do Carmo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-253d,65184,Restauração do Casarão do Forum Landi,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Universidade Federal,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-253c,65185,Restauração do Palácio Velho - Teatro Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-253b,65186,Requalificação da Praça Visconde do Rio Branco,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-253a,65187,Requalificação do Cemitério da Soledade,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2539,65188,Restauração do Cinema Olímpia,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2538,65189,Restauração do Palacete Bolonha - Centro Cultural,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2537,65190,Restauração da Sede da Fundação Cultural do Município de Belém,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2536,65191,Restauração Casarão do Arquivo Público do Pará,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2535,65192,Restauração da Capela Pombo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Universidade Federal,PA,BELÉM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2534,65193,Restauração do antigo Conventinho - Casa das Artes,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PB,JOÃO PESSOA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-34.863 -7.115),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2533,65194,Restauração do antigo Hotel Globo  - sede da Coordenadoria do Patrimônio Cultural de João Pessoa (Copac-JP),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PB,JOÃO PESSOA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-34.863 -7.115),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2532,65195,Restauração da Antiga Casa dos Contos e Residência do Capitão-mór  - Centro de Documentação e Sede do IPHAN na Paraíba,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PB,JOÃO PESSOA,--,,Em obras,30 de Junho de 2015,POINT (-34.863 -7.115),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2531,65220,Requalificação do Anexo e entorno do Mercado São José,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,RECIFE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-34.881 -8.054),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2530,65196,Revitalização do Antigo Porto do Capim - Restauração da Antiga Alfândega - Museu da Cidade,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PB,JOÃO PESSOA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-34.863 -7.115),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-252f,65197,Revitalização do Antigo Porto do Capim - Restauração da Antiga Superintendência da Alfândega - Centro de Cultura Popular,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PB,JOÃO PESSOA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-34.863 -7.115),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-252e,65198,Revitalização do Antigo Porto do Capim - Restauração da Antiga  Fábrica de Gelo - Centro de Apoio a Eventos e Visitantes,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PB,JOÃO PESSOA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-34.863 -7.115),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-252d,65199,Revitalização do Antigo Porto do Capim - Requalificação do Antigo Cais do Porto - Arena de Eventos e Cultura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PB,JOÃO PESSOA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-34.863 -7.115),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-252c,65200,Revitalização do Antigo Porto do Capim - Requalificação das Vias de Acesso a Arena de Eventos e Cultura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PB,JOÃO PESSOA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-34.863 -7.115),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-252b,65201,Revitalização do Antigo Porto do Capim - Implantaçãdo do Parque Ecológico do Rio Sanhauá,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PB,JOÃO PESSOA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-34.863 -7.115),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-252a,65202,Restauração da Azulejaria do Adro do Conjunto Franciscano,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PB,JOÃO PESSOA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.863 -7.115),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2529,65203,Restauração da Igreja de N. Sra. do Carmo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PB,JOÃO PESSOA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.863 -7.115),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2528,65204,Restauração do Casarão Hermann Lundgren - implantação do Centro da Memória de Olinda,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2527,65205,Requalificação da área do Fortim - implantação do Mercado de Peixes- Moluscos e Crustáceos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2526,65206,Restauração do Cine Teatro Duarte Coelho - implantação da Escola de Cine Animação,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2525,65207,Requalificação do Largo do Amparo e São João,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2524,65208,Restauração da Igreja do Bonfim,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2523,65209,Restauração da Igreja de São Pedro,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2522,65210,Restauração do Mosteiro de São Bento,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2521,65211,Restauração das Bicas de Olinda  - dos 4 Cantos- do Rosário e de São Pedro,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2520,65212,Restauração do Fortim de São Francisco,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-251f,65213,Restauração do Palacio dos Governadores - etapa final,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-251e,65214,Requalificação do Largo e Adro da Igreja de N. S. do Monte,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-251d,65215,Restauração do Sobrado do Arquivo Público Municipal Antonino Guimarães,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-251c,65216,Requalificação do Adro do Convento Franciscano,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-251b,65217,Requalificaçâo da Praça do Museu de Arte Moderna- Mac e área das ruínas do Senado de Olinda,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,OLINDA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.855 -8.009),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-251a,65222,Restauração do Sobrado da Madalena - Museu da Abolição,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PE,RECIFE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.881 -8.054),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2519,65223,Restauração do Conjunto do Carmo - igreja e convento,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,RECIFE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.881 -8.054),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2518,65224,Restauração da Igreja de São José do Ribamar e entorno,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,RECIFE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.881 -8.054),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2517,65225,Requalificação do Mercado São José,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PE,RECIFE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-34.881 -8.054),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2516,65226,Restauração da Fortaleza N. S. dos Remédios,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PE,FERNANDO DE NORONHA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-32.411 -3.84),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2515,65227,Conservação e revitalização das ruínas e pátios seculares da Vila dos Remédios,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,PE,FERNANDO DE NORONHA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-32.411 -3.84),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2514,65228,Conservação e revitalização do Forte Santo Antônio,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,PE,FERNANDO DE NORONHA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-32.411 -3.84),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2513,65229,Conservação e revitalização do Forte São Pedro do Boldró,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,PE,FERNANDO DE NORONHA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-32.411 -3.84),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2512,65230,Restauração do Complexo Ferroviário - equipamento cultural,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PI,PARNAÍBA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-41.777 -2.905),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2511,65231,Restauração do Conjunto do Porto das Barcas - Museu do Mar,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PI,PARNAÍBA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-41.777 -2.905),0
